data,label
0.9029178822613332,0
0.9718651388996709,0
1.0471045899510936,0
1.108402569827337,0
1.1509618799445225,0
1.208136924413633,0
1.2472258375527348,0
1.2881343121312083,0
1.3315923909808056,0
1.3473531452710636,0
1.3774006980964053,0
1.402959394826167,0
1.4435447587064525,0
1.4644768281037002,0
1.4862396605950858,0
1.506441325625009,0
1.5191659335274164,0
1.527173689291703,0
1.546911298185801,0
1.5326716814488544,0
1.5119223877396468,0
1.4442479789498706,0
1.384588163524752,0
1.2908005769322672,0
1.1997752483482316,0
1.1082968217629885,0
1.0328104174143975,0
0.9449215863448888,0
0.8704922898308964,0
0.7879658675941281,0
0.7335867406866697,0
0.6721795545652914,0
0.61583076060239,0
0.5705126712508938,0
0.5177261833205199,0
0.4677450648048286,0
0.4294822307704642,0
0.3984350896557357,0
0.3533516951107978,0
0.3378370380808123,0
0.3163897157526236,0
0.2945843502117377,0
0.2944893804024638,0
0.3221771200194782,0
0.3786427626151407,0
0.471971910268075,0
0.5807699367333986,0
0.7065537634594679,0
0.7923696666268293,0
0.8800985293957375,0
0.945481314671522,0
1.003596687511339,0
1.0279073776742833,0
1.0507437229617085,0
1.0532749290824663,0
1.048851506081363,0
1.0372692061010529,0
1.0314453982333596,0
1.0000585103243178,0
0.9780867059402664,0
0.9591696663857738,0
0.9508691457147213,0
0.9300598441789094,0
0.9564939588848904,0
0.9762027914574268,0
1.0505798732102078,0
1.1096365586863892,0
1.1827690698965243,0
1.215372478322032,0
1.2316011345691895,0
1.2110773139235915,0
1.1980020590850846,0
1.172620441677676,0
1.1552341380290914,0
1.1359825336996627,0
1.1323396179063503,0
1.1365282315230647,0
1.1422307906096718,0
1.1769152989359395,0
1.2031494486200491,0
1.2280909462321368,0
1.2603865206730167,0
1.2667145567699565,0
1.2684384346466402,0
1.2383381785193353,0
1.165733157685756,0
1.1022812852861252,0
1.0214682892580471,0
0.9691482529200616,0
0.9056441899462018,0
0.8589381196916717,0
0.83283558173666,0
0.7964079410304957,0
0.7938642467444113,0
0.7613869041847962,0
0.7577540352137337,0
0.7283892341986763,0
0.7110103079985992,0
0.6838816424331658,0
0.6348074492331599,0
0.6060063994429454,0
0.5736552634651441,0
0.5476719980034677,0
0.5285185055082083,0
0.5524037499137032,0
0.579779442918159,0
0.6533942685839789,0
0.7354933482482694,0
0.8198986764463924,0
0.9209936629819772,0
0.9971360087075262,0
1.0835350395748875,0
1.1463723154029155,0
1.21355431493026,0
1.2632244905055203,0
1.30909311621927,0
1.34076579057168,0
1.376262277523774,0
1.3865613647219013,0
1.3895616244602038,0
1.393190711051719,0
1.3769428833662063,0
1.3780618190534175,0
1.3865130512034929,0
1.39197261935312,0
1.425398496888167,0
1.4566735524928272,0
1.476711656658802,0
1.4761168865593144,0
1.441107998133781,0
1.3729950984090633,0
1.2884635824168558,0
1.1997264432276236,0
1.1092249985282103,0
1.0175584960472728,0
0.9446603391681548,0
0.8578391741526966,0
0.7892993756522337,0
0.7349125326811762,0
0.6759253814690909,0
0.6224302950493056,0
0.5639653671316069,0
0.5378633356555994,0
0.4939306718054541,0
0.4617149446911849,0
0.4088863804002632,0
0.3903251140766022,0
0.3473949915174126,0
0.3335219549999799,0
0.3097451640401855,0
0.324951275050851,0
0.3484924213282459,0
0.4011368121147955,0
0.4893200106711572,0
0.5945671909350595,0
0.7204738657026507,0
0.816807239104582,0
0.9057619505435036,0
0.9740110202346464,0
1.024815799425025,0
1.0563327069017292,0
1.0605656318682253,0
1.0774837929467729,0
1.0851459802999894,0
1.0660344590091586,0
1.0584750257717224,0
1.0297912559820623,0
1.0107458156523974,0
0.9855584235484842,0
0.9843809165213774,0
0.9675373677376268,0
0.982901771061178,0
1.0305404784433372,0
1.083356341941241,0
1.1370333183137102,0
1.1969637745203483,0
1.2379969740905874,0
1.2418535687719685,0
1.2198282166146497,0
1.20711600014139,0
1.1696606105634595,0
1.137829854154899,0
1.1133128397842071,0
1.0981021580762036,0
1.0814007635442524,0
1.0855374769778212,0
1.0945482562565254,0
1.1148636733647723,0
1.1541454998757792,0
1.1703508130240066,0
1.1722746107540385,0
1.150732504624202,0
1.1090118250644407,0
1.0451393183569255,0
0.9868697401868294,0
0.9211272102500432,0
0.8727999233055869,0
0.8205298946860624,0
0.782569756495665,0
0.7581002248974281,0
0.7494943026643717,0
0.761763819239379,0
0.7628001004114997,0
0.770728382946216,0
0.7802889709660561,0
0.7773092803522563,0
0.7487956165049912,0
0.7381362233618103,0
0.7079590094167154,0
0.68431770997431,0
0.6919499667035647,0
0.6974398525428077,0
0.7410650785933022,0
0.8131685667059251,0
0.900361930306103,0
